Name,Year,Genre,Platform,Publisher,Global_Sales
King Arthur,2004.0,Action,XB,Konami Digital Entertainment,0.05
DoDonPachi Resurrection,2010.0,Shooter,X360,Rising Star Games,0.05
Bass Rise,1999.0,Sports,PS,Namco Bandai Games,0.05
UEFA Champions League 2006-2007,2007.0,Sports,X360,Electronic Arts,0.05
Dynamite Headdy,1993.0,Platform,GEN,Sega,0.05
Hunted: The Demon's Forge,2011.0,Action,PC,Bethesda Softworks,0.05
Choujikuu Yousai Macross: Do You Remember Love,2012.0,Shooter,PS3,Namco Bandai Games,0.05
Arcania: Gothic 4,2015.0,Role-Playing,PS4,Nordic Games,0.05
Persona 2: Eternal Punishment,2012.0,Role-Playing,PSP,Atlus,0.05
Dragon's Lair 3D: Return to the Lair,2002.0,Platform,XB,Ubisoft,0.05
Growlanser: Heritage of War (jp sales),2006.0,Role-Playing,PS2,Rising Star Games,0.05
The Bureau: XCOM Declassified,2013.0,Shooter,PC,Take-Two Interactive,0.05
Myst IV: Revelation,2005.0,Adventure,XB,Ubisoft,0.05
Culdcept Revolt,2016.0,Strategy,3DS,Nintendo,0.05
Sushi Go-Round,2010.0,Simulation,Wii,Asylum Entertainment,0.05
Pachinko Wars II,1993.0,Misc,SNES,Coconuts Japan,0.05
Myth Makers: Orbs of Doom,2007.0,Puzzle,Wii,Popcorn Arcade,0.05
Toy Soldiers: War Chest,2015.0,Action,XOne,Ubisoft,0.05
The Nightmare of Druaga: Fushigino Dungeon,2004.0,Role-Playing,PS2,Arika,0.05
Omega Labyrinth,2015.0,Role-Playing,PSV,D3Publisher,0.05
Air Conflicts: Aces of World War II,2009.0,Simulation,PSP,Graffiti,0.05
Cities in Motion,2011.0,Simulation,PC,Paradox Interactive,0.05
Aliens in the Attic,2009.0,Action,DS,Playlogic Game Factory,0.05
Virtua Striker 2002,2002.0,Sports,GC,Sega,0.05
Kamen Rider: Dragon Knight,2009.0,Fighting,DS,D3Publisher,0.05
Code Lyoko,2007.0,Action,DS,Game Factory,0.05
Taito Legends Power Up,2007.0,Action,PSP,Destineer,0.05
Fate/Unlimited Codes Portable,2009.0,Fighting,PSP,Capcom,0.05
Metal Slug Anthology,2007.0,Shooter,PSP,Ignition Entertainment,0.05
Tenchu: Dark Secret,2006.0,Action,DS,From Software,0.05
Game no Kanzume Vol 2,1994.0,Misc,SCD,Sega,0.05
Disney's PK: Out of the Shadows,2002.0,Platform,GC,Ubisoft,0.05
Zoo Quest: Puzzle Fun!,2008.0,Puzzle,DS,JoWood Productions,0.05
JoJo no Kimy? na B?ken Fantomu Buraddo,2006.0,Action,PS2,Namco Bandai Games,0.05
The Idolmaster 2,2011.0,Simulation,X360,Namco Bandai Games,0.05
PQ2: Practical Intelligence Quotient,2006.0,Puzzle,PSP,D3Publisher,0.05
Mr Bean's Wacky World of Wii,2009.0,Adventure,Wii,Blast! Entertainment Ltd,0.05
Powerdrome,2004.0,Racing,PS2,Evolved Games,0.05
Dreamer Series: Puppy Trainer,2008.0,Simulation,DS,DreamCatcher Interactive,0.05
Pro Yakyuu Spirits 5 Kanzenban,2008.0,Sports,PS2,Konami Digital Entertainment,0.05
Tsumiki: Block Drop Mania,2007.0,Action,DS,Nobilis,0.05
Shin Sangoku Musou 5 Special,2009.0,Action,PSP,Tecmo Koei,0.05
Pony Friends: Mini Breeds Edition,2008.0,Simulation,DS,Eidos Interactive,0.05
Otogi 2: Immortal Warriors,2003.0,Action,XB,Sega,0.05
Legend of Kay,2005.0,Action,PS2,JoWood Productions,0.05
Piglet's Big Game,2003.0,Platform,GC,Gotham Games,0.05
Dead or Alive Xtreme 3: Fortune,2016.0,Sports,PS4,Tecmo Koei,0.05
Ivy the Kiwi?,2010.0,Puzzle,DS,Rising Star Games,0.05
Fallout: Brotherhood of Steel,2004.0,Role-Playing,XB,Avalon Interactive,0.05
Strawberry Shortcake: Strawberryland Games,2006.0,Action,DS,Game Factory,0.05
Koi to Senkyo to Chocolate Portable,2012.0,Adventure,PSP,Kadokawa Shoten,0.05
IndyCar Series,2003.0,Racing,XB,Codemasters,0.05
Hysteria Hospital: Emergency Ward,2009.0,Action,Wii,Oxygen Interactive,0.05
Dokapon Journey,2008.0,Role-Playing,DS,Sting,0.05
Ultra Bust-A-Move,2004.0,Puzzle,XB,505 Games,0.05
Rally Fusion: Race of Champions,2002.0,Racing,XB,Activision,0.05
Piglet's Big Game,2003.0,Platform,GBA,THQ,0.05
Lucha Libre AAA: Heroes del Ring,2010.0,Fighting,X360,Konami Digital Entertainment,0.05
Pony Friends,2007.0,Simulation,DS,Eidos Interactive,0.05
Natural Doctrine,2014.0,Role-Playing,PS3,Nippon Ichi Software,0.05
Pinball Hall of Fame: The Gottlieb Collection,2005.0,Misc,GC,Crave Entertainment,0.05
Ferrari F355 Challenge,2002.0,Racing,PS2,Sony Computer Entertainment,0.05
MorphX,2010.0,Shooter,X360,505 Games,0.05
Stranger of Sword City,2015.0,Role-Playing,PSV,Nippon Ichi Software,0.05
Air Traffic Chaos,2007.0,Simulation,DS,Ertain,0.05
Battleship / Connect Four / Sorry! / Trouble,2006.0,Puzzle,DS,"Destination Software, Inc",0.05
Prism: Light the Way,2007.0,Puzzle,DS,Eidos Interactive,0.05
Tiny Toon Adventures: Toonenstein - Dare to Scare,1998.0,Action,PS,Swing! Entertainment,0.05
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,2010.0,Fighting,DS,Hudson Soft,0.05
Shifters,2002.0,Adventure,PS2,3DO,0.05
RPG Tsukuru DS,2010.0,Role-Playing,DS,Enterbrain,0.05
WRC 5: FIA World Rally Championship,2015.0,Sports,PS4,Bigben Interactive,0.05
Earth Defense Force 4.1: The Shadow of New Despair,2015.0,Shooter,PS4,Xseed Games,0.05
The BIGS 2,2009.0,Sports,DS,Take-Two Interactive,0.05
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,2008.0,Role-Playing,DS,Sega,0.05
TNA iMPACT: Cross the Line,2010.0,Fighting,PSP,SouthPeak Games,0.05
SpongeBob: HeroPants,2015.0,Platform,PSV,Activision,0.05
Lagoon,1991.0,Role-Playing,SNES,Kemco,0.05
Nanostray 2,2008.0,Shooter,DS,Codemasters,0.05
Project Setsuna,2016.0,Role-Playing,PSV,Square Enix,0.05
Microsoft Flight Simulator X Acceleration Expansion Pack,2007.0,Simulation,PC,Microsoft Game Studios,0.05
Trick x Logic: Season 1,2010.0,Adventure,PSP,Sony Computer Entertainment,0.05
Mortal Kombat X,2015.0,Fighting,PC,Warner Bros. Interactive Entertainment,0.05
Mawashite Tsunageru Touch Panic,2006.0,Puzzle,DS,Nintendo,0.05
Luminous Arc Infinity,2015.0,Action,PSV,Marvel Entertainment,0.05
Monster! Bass Fishing,2003.0,Sports,GBA,Ignition Entertainment,0.05
Sigma Star Saga,2005.0,Role-Playing,GBA,Atari,0.05
Winning Post 7 2010,2010.0,Sports,PSP,Tecmo Koei,0.05
Assetto Corsa,2016.0,Racing,PS4,505 Games,0.05
Batman: Gotham City Racer,2001.0,Racing,PS,Ubisoft,0.05
Sengoku Basara X,2008.0,Fighting,PS2,Capcom,0.05
Plants vs. Zombies,2009.0,Strategy,PC,PopCap Games,0.05
Top Spin 2,2006.0,Sports,DS,Take-Two Interactive,0.05
Doraemon: Nobita no Kyouryuu 2006 DS,2006.0,Role-Playing,DS,Sega,0.05
Ontamarama,2007.0,Action,DS,Atlus,0.05
Hakuoki: Stories of the Shinsengumi,2010.0,Adventure,PS3,Idea Factory,0.05
DokiDoki Majo Shinpan!,2007.0,Adventure,DS,SNK Playmore,0.05
Star Wars: Republic Commando,2005.0,Shooter,PC,LucasArts,0.05
Starry ? Sky: In Spring,2010.0,Misc,PSP,Asgard,0.05
FIFA Soccer 2004,2003.0,Sports,GBA,Electronic Arts,0.05
Armored Core: Formula Front Extreme Battle,2004.0,Simulation,PSP,505 Games,0.05
Downforce,2002.0,Racing,PS2,Avalon Interactive,0.05
Bejeweled Twist,2008.0,Puzzle,PC,PopCap Games,0.05
Street Fighter V,2016.0,Fighting,PC,Capcom,0.05
Little Busters! Converted Edition,2009.0,Adventure,PS2,Prototype,0.05
Enemy Front,2014.0,Shooter,X360,Namco Bandai Games,0.05
Dream Salon,2009.0,Misc,Wii,Zoo Games,0.05
Disney's Party,2002.0,Misc,GC,Electronic Arts,0.05
Tennis no Oji-Sama: 2005 Crystal Drive,2004.0,Sports,DS,Konami Digital Entertainment,0.05
Sherlock Holmes: Crimes & Punishments,2014.0,Adventure,PC,Focus Home Interactive,0.05
Jenga World Tour,2007.0,Misc,Wii,Atari,0.05
Summon Night X: Tears Crown,2009.0,Role-Playing,DS,Namco Bandai Games,0.05
Secret Files: Tunguska,2008.0,Adventure,DS,Deep Silver,0.05
Taiho Shichauzo!,2001.0,Adventure,PS,Pioneer LDC,0.05
Phantom Crash,2002.0,Simulation,XB,Phantagram,0.05
Men of War: Assault Squad,2011.0,Strategy,PC,1C Company,0.05
Fishdom,2011.0,Puzzle,DS,Atari,0.05
Yanya Caballista: City Skater,2001.0,Sports,PS2,Tecmo Koei,0.05
Expendable,1999.0,Action,PS,Infogrames,0.05
Imagine: Artist,2009.0,Misc,DS,Ubisoft,0.05
Pet Pals: New Leash on Life,2010.0,Simulation,DS,Destineer,0.05
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,2005.0,Adventure,DS,Activision,0.05
The Idolmaster: Gravure For You! Vol. 2,2011.0,Misc,PS3,Namco Bandai Games,0.05
Arthur! Ready to Race,2000.0,Racing,PS,The Learning Company,0.05
Thunder Force V: Perfect System,1998.0,Shooter,PS,TechnoSoft,0.05
The Typing of the Dead,2000.0,Shooter,DC,Sega,0.05
The Idolm@ster: Dearly Stars,2009.0,Adventure,DS,Namco Bandai Games,0.05
Kids Learn Music A+ Edition,2011.0,Misc,DS,Unknown,0.05
Child of Light,2014.0,Role-Playing,PS4,Ubisoft,0.05
Over the Hedge: Hammy Goes Nuts!,2006.0,Platform,PSP,Activision,0.05
Kart Racer,2009.0,Racing,Wii,Nordic Games,0.05
Bakemonogatari Portable,2012.0,Action,PSP,Namco Bandai Games,0.05
Sam & Max: Beyond Time and Space,2010.0,Adventure,Wii,Atari,0.05
To Heart 2: Dungeon Travelers,2015.0,Adventure,PSV,Aqua Plus,0.05
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,2006.0,Misc,DS,Nintendo,0.05
Shrek Super Party,2003.0,Misc,GC,TDK Mediactive,0.05
Monster 4x4: Masters of Metal,2003.0,Racing,GC,Ubisoft,0.05
Bakusou Kyoudai Let's & Go!! Eternal Wings,1998.0,Racing,PS,Jaleco,0.05
Caligula,2016.0,Role-Playing,PSV,FuRyu,0.05
Steins;Gate 0,2015.0,Adventure,PSV,PQube,0.05
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,2007.0,Action,DS,Namco Bandai Games,0.05
NHL Blades of Steel '99,1999.0,Sports,N64,Konami Digital Entertainment,0.05
Lips: Deutsche Partyknaller,2009.0,Misc,X360,Microsoft Game Studios,0.05
Apassionata: Die Galanacht der Pferde,2009.0,Simulation,DS,RTL,0.05
Dungeon Raiders,2009.0,Role-Playing,DS,Focus Home Interactive,0.05
Second Sight,2004.0,Adventure,GC,Codemasters,0.05
Philosoma,1995.0,Shooter,PS,Sony Computer Entertainment,0.05
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,1995.0,Misc,SAT,Sega,0.05
Puyo Pop,2001.0,Puzzle,GBA,Sega,0.05
Marriage Royale: Prism Story,2010.0,Adventure,PSP,ASCII Media Works,0.05
Super Heroine Chronicle,2014.0,Role-Playing,PSV,Namco Bandai Games,0.05
Kamiwaza,2006.0,Action,PS2,Acquire,0.05
Rave Master,2002.0,Fighting,GC,Konami Digital Entertainment,0.05
The Technomancer,2016.0,Role-Playing,PS4,Focus Home Interactive,0.05
Ben 10 Galactic Racing,2012.0,Racing,PSV,D3Publisher,0.05
Kinnikuman Muscle Grand Prix Max,2006.0,Fighting,PS2,Konami Digital Entertainment,0.05
Hotel for Dogs,2009.0,Simulation,Wii,505 Games,0.05
Suzuki Super-Bikes II: Riding Challenge,2008.0,Racing,DS,Valcon Games,0.05
Mirror's Edge Catalyst,2016.0,Platform,PC,Electronic Arts,0.05
Jim Henson's Muppets in Spy Muppets: License to Croak,2003.0,Action,GBA,TDK Mediactive,0.05
Medal of Honor: European Assault (weekly JP sales),2005.0,Shooter,PS2,Electronic Arts,0.05
LEGO The Hobbit,2014.0,Action,PC,Warner Bros. Interactive Entertainment,0.05
Alias,2004.0,Action,XB,Acclaim Entertainment,0.05
Super Robot Taisen Neo,2009.0,Strategy,Wii,Namco Bandai Games,0.05
PAC-MAN and the Ghostly Adventures,2013.0,Platform,WiiU,Namco Bandai Games,0.05
ESPN International Winter Sports 2002,2002.0,Sports,GC,Konami Digital Entertainment,0.05
Winter Sports 2011,2011.0,Sports,PS3,DTP Entertainment,0.05
OutRun 2006: Coast 2 Coast,2006.0,Racing,PS2,Sega,0.05
Blues Brothers 2000,2000.0,Platform,N64,Virgin Interactive,0.05
Metal Max 2 Reloaded,2011.0,Role-Playing,DS,Unknown,0.05
All Star Tennis 99,1999.0,Sports,N64,Ubisoft,0.05
Hercules: The Legendary Journeys,2000.0,Role-Playing,N64,Titus,0.05
Dual Heroes,1997.0,Fighting,N64,Hudson Soft,0.05
Fighter Destiny 2,1999.0,Fighting,N64,Imagineer,0.05
Chameleon Twist 2,1998.0,Platform,N64,Infogrames,0.05
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,2007.0,Misc,DS,Spike,0.05
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,2007.0,Misc,PS2,Irem Software Engineering,0.05
Winning Post World,2009.0,Sports,PS3,Tecmo Koei,0.05
Arx Fatalis,2003.0,Role-Playing,XB,Mindscape,0.05
Slam Dunk SD Heat Up!!,1995.0,Sports,SNES,Namco Bandai Games,0.05
My Body Coach,2009.0,Sports,Wii,Big Ben Interactive,0.05
Steins;Gate 0,2015.0,Adventure,PS4,PQube,0.05
Adventure Time: Finn & Jake Investigations,2015.0,Action,XOne,Little Orbit,0.05
Dead in the Water,1999.0,Action,PS,ASC Games,0.05
Winning Post 7 2013,2013.0,Sports,PS3,Tecmo Koei,0.05
DiRT 2,2009.0,Racing,PC,Codemasters,0.05
Detective Conan: Prelude from the Past,2012.0,Action,DS,Namco Bandai Games,0.05
Dr. Seuss: Green Eggs and Ham,2003.0,Action,GBA,NewKidCo,0.05
Sea Monsters: A Prehistoric Adventure,2007.0,Adventure,Wii,Zushi Games,0.05
Atelier Rorona: Alchemist of Arland,2013.0,Role-Playing,PSV,Nippon Ichi Software,0.05
Guilty Gear Dust Strikers,2006.0,Fighting,DS,Majesco Entertainment,0.05
Dark Summit,2002.0,Sports,GC,THQ,0.05
Singularity,2010.0,Shooter,PC,Mastertronic,0.05
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,2010.0,Adventure,DS,Namco Bandai Games,0.05
George of the Jungle and the Search for the Secret,2008.0,Platform,DS,Ignition Entertainment,0.05
Turbo Turtle Adventure,2002.0,Puzzle,GBA,Majesco Entertainment,0.05
Sengoku Basara 4: Sumeragi,2015.0,Action,PS4,Capcom,0.05
"Warhammer 40,000: Dawn of War",2004.0,Strategy,PC,THQ,0.05
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,2006.0,Adventure,PSP,Namco Bandai Games,0.05
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,1994.0,Misc,SNES,Vap,0.05
Corpse Party: Blood Covered - Repeated Fear,2010.0,Adventure,PSP,5pb,0.05
The Lost Treasures of Alexandria,2011.0,Puzzle,DS,Unknown,0.05
Chronicles of the Sword,1996.0,Adventure,PS,Psygnosis,0.05
Hail to the Chimp,2008.0,Misc,PS3,Gamecock,0.05
The Lost Vikings,2003.0,Puzzle,GBA,Activision,0.05
Keiba Eight Special,1993.0,Sports,SNES,Misawa,0.05
Yaiba: Ninja Gaiden Z,2014.0,Action,X360,Tecmo Koei,0.05
Harukanaru Toki no Naka de 3,2004.0,Adventure,PS2,Tecmo Koei,0.05
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,2005.0,Platform,GC,Global Star,0.05
Need for Speed Carbon,2006.0,Racing,PC,Electronic Arts,0.05
Reel Fishing: The Great Outdoors,2006.0,Sports,PSP,Natsume,0.05
Assassin's Creed: Altair's Chronicles,2008.0,Platform,DS,Ubisoft,0.05
Pirates vs Ninja Dodgeball,2009.0,Sports,Wii,SouthPeak Games,0.05
Guild 01,2012.0,Action,3DS,Level 5,0.05
Nike+ Kinect Training,2012.0,Sports,X360,Microsoft Game Studios,0.05
Durarara!! 3-way Standoff,2010.0,Adventure,PSP,ASCII Media Works,0.05
Ty the Tasmanian Tiger 3: Night of the Quinkan,2005.0,Action,GBA,Zoo Digital Publishing,0.05
Cartoon Network Racing,2006.0,Action,DS,Game Factory,0.05
Tokimeki Memorial Girl's Side 2nd Kiss,2006.0,Adventure,PS2,Konami Digital Entertainment,0.05
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,2010.0,Role-Playing,PSP,Spike,0.05
Active Life: Magical Carnival,2011.0,Misc,Wii,Namco Bandai Games,0.05
Hokuto no Ken,2007.0,Fighting,PS2,Sega,0.05
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),2006.0,Misc,DS,Konami Digital Entertainment,0.05
Stretch Panic,2001.0,Platform,PS2,Midas Interactive Entertainment,0.05
Empire Earth,2001.0,Strategy,PC,Vivendi Games,0.05
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,2013.0,Role-Playing,3DS,Square Enix,0.05
Baku Baku,1995.0,Puzzle,SAT,Sega,0.05
Pro Cycling Manager 2016,2016.0,Sports,PS4,Focus Home Interactive,0.05
SD Gundam: Over Galaxian,1996.0,Shooter,PS,Namco Bandai Games,0.05
Rogue Ops,2003.0,Action,GC,Kemco,0.05
Smart Kid's Party Fun Pak,2008.0,Misc,DS,UFO Interactive,0.05
MXGP 2,2016.0,Racing,XOne,Milestone S.r.l.,0.05
Virtua Tennis 3,2007.0,Sports,X360,Sega,0.05
BeatMania IIDX 3rd Style,2000.0,Simulation,PS2,Konami Digital Entertainment,0.05
Yu-Gi-Oh! World Championship 2007,2007.0,Strategy,DS,Konami Digital Entertainment,0.05
Hummer Badlands,2006.0,Racing,PS2,Global Star,0.05
Freelancer,2003.0,Simulation,PC,Microsoft Game Studios,0.05
Woody Woodpecker: Escape from Buzz Buzzard Park,2001.0,Platform,PS2,DreamCatcher Interactive,0.05
Operation Flashpoint: Dragon Rising,2009.0,Shooter,PC,Codemasters,0.05
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",2007.0,Adventure,PS2,505 Games,0.05
Furu Furu Park,2007.0,Misc,Wii,Taito,0.05
Monster Band,2008.0,Misc,DS,Tivola,0.05
Alter Echo,2003.0,Shooter,XB,THQ,0.05
BeatMania IIDX 4th Style: New Songs Collection,2001.0,Simulation,PS2,Konami Digital Entertainment,0.05
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,2008.0,Misc,DS,Benesse,0.05
G1 Grand Prix,2012.0,Action,3DS,Genki,0.05
LEGO Indiana Jones 2: The Adventure Continues,2009.0,Action,PC,Activision,0.05
QUIZ PARTY,2012.0,Misc,Wii,Nintendo,0.05
MTX Mototrax,2006.0,Racing,PSP,Activision,0.05
Around the World in 80 Days,2004.0,Action,GBA,Hip Interactive,0.05
Houkago Shounen,2008.0,Misc,DS,Konami Digital Entertainment,0.05
The Grim Adventures of Billy & Mandy,2006.0,Action,Wii,Midway Games,0.05
Classic Dungeon X2,2011.0,Role-Playing,PSP,Nippon Ichi Software,0.05
Whirl Tour,2002.0,Sports,GC,Vivendi Games,0.05
Sesame Street: Cookie's Counting Carnival,2010.0,Misc,PC,Warner Bros. Interactive Entertainment,0.05
Pinball Tycoon,2002.0,Misc,GBA,Ignition Entertainment,0.05
Major League Baseball 2K11,2011.0,Sports,PS2,Take-Two Interactive,0.05
Cartoon Network Block Party,2004.0,Misc,GBA,Majesco Entertainment,0.05
Power Spike Pro Beach Volleyball,2000.0,Sports,PS,Infogrames,0.05
White Album: Tsuzurareru Fuyu no Omoide,2010.0,Adventure,PS3,Aqua Plus,0.05
Harukanaru Toki no Naka de: Yumenoukihashi,2008.0,Adventure,DS,Tecmo Koei,0.05
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,1998.0,Misc,PS,Gainax Network Systems,0.05
SD Gundam: Scad Hammers,2006.0,Strategy,Wii,Namco Bandai Games,0.05
Spitfire Heroes: Tales of the Royal Air Force,2008.0,Simulation,DS,Destineer,0.05
Super Bust-A-Move,2001.0,Puzzle,GBA,Ubisoft,0.05
TNA iMPACT: Cross the Line,2010.0,Fighting,DS,SouthPeak Games,0.05
Adventure Time: Explore the Dungeon Because I Don't Know!,2013.0,Action,PS3,D3Publisher,0.05
ZooCube,2002.0,Puzzle,GBA,Acclaim Entertainment,0.05
Stunt GP,2001.0,Racing,PS2,Titus,0.05
Wicked Monster Blast!,2011.0,Shooter,Wii,PQube,0.05
NBA 2K,1999.0,Sports,DC,Sega,0.05
D.Gray-man: Kami no Shitotachi,2007.0,Adventure,DS,Konami Digital Entertainment,0.05
Bladestorm: Nightmare,2015.0,Action,XOne,Tecmo Koei,0.05
Strikers 1945,1996.0,Shooter,SAT,Atlus,0.05
World Series of Poker,2005.0,Misc,GC,Activision Value,0.05
Jikkyou Oshaberi Parodius,1995.0,Shooter,SNES,Konami Digital Entertainment,0.05
Super Jinsei Game 2,1995.0,Misc,SNES,Takara,0.05
Winter Sports 3: The Great Tournament,2010.0,Sports,Wii,Tradewest,0.05
J-League Winning Eleven 2010: Club Championship,2010.0,Sports,PS2,Konami Digital Entertainment,0.05
Johnny Bazookatone,1995.0,Platform,PS,U.S. Gold,0.05
Beastly Frantic Foto,2011.0,Puzzle,DS,Storm City Games,0.05
Neverland Card Battles,2008.0,Role-Playing,PSP,Idea Factory,0.05
Need for Speed Underground,2003.0,Racing,PC,Electronic Arts,0.05
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,2015.0,Action,3DS,Alchemist,0.05
Reign of Fire,2002.0,Shooter,GBA,BAM! Entertainment,0.05
Worms Reloaded,2010.0,Strategy,PC,Team17 Software,0.05
StarCraft,1998.0,Strategy,PC,Activision,0.05
Koihime Musou,2008.0,Adventure,PS2,Yeti,0.05
Nicktoons: Attack of the Toybots,2007.0,Platform,DS,THQ,0.05
NBA 2K17,2016.0,Sports,PS3,Take-Two Interactive,0.05
Blazing Souls: Accelate,2009.0,Role-Playing,PSP,Idea Factory,0.05
Ms Saga: A New Dawn,2005.0,Role-Playing,PS2,Namco Bandai Games,0.05
Kekkon Zenya,1995.0,Adventure,SAT,Shogakukan,0.05
Finny the Fish & the Seven Waters,2004.0,Sports,PS2,Sony Computer Entertainment,0.05
Barnyard,2006.0,Action,GBA,THQ,0.05
Next Generation of Chaos,2002.0,Role-Playing,PS2,Idea Factory,0.05
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,2008.0,Misc,DS,Takara Tomy,0.05
GrimGrimoire,2007.0,Strategy,PS2,Tecmo Koei,0.05
J-League '96 Dream Stadium,1996.0,Sports,SNES,Hudson Soft,0.05
Capcom vs. SNK: Millennium Fight 2000 Pro,2001.0,Fighting,DC,Capcom,0.05
Golden Axe: The Duel,1994.0,Fighting,SAT,Sega,0.05
Crime Life: Gang Wars,2005.0,Action,XB,Konami Digital Entertainment,0.05
Tokimeki Memorial: Girls Side 1st Love,2007.0,Adventure,DS,Konami Digital Entertainment,0.05
Putty Squad,2013.0,Platform,PSV,System 3,0.05
Rugby 2005,2005.0,Sports,XB,Electronic Arts,0.05
Rock 'N Roll Racing,2003.0,Racing,GBA,Activision,0.05
Taito Legends,2005.0,Misc,XB,Empire Interactive,0.05
Far Cry,2004.0,Shooter,PC,Ubisoft,0.05
Silhouette Mirage,1998.0,Platform,PS,ESP,0.05
Dynasty Warriors Vol. 2,2006.0,Action,PSP,Tecmo Koei,0.05
Treasure Report: Kikai Jikake no Isan,2011.0,Adventure,DS,Namco Bandai Games,0.05
Growlanser VI: Precarious World,2007.0,Role-Playing,PS2,Atlus,0.05
Block Kuzushi,1995.0,Puzzle,SNES,Pow,0.05
Boing! Docomodake DS,2007.0,Puzzle,DS,Ignition Entertainment,0.05
American Bass Challenge,2001.0,Sports,GBA,Starfish,0.05
American Chopper 2: Full Throttle,2005.0,Racing,GC,Activision,0.05
Secret Service,2008.0,Action,X360,Activision Value,0.05
Sword Art Online: Game Director's Edition,2015.0,Role-Playing,PS4,Namco Bandai Games,0.05
Ultimate Ghosts 'n Goblins (JP sales),2006.0,Platform,PSP,Capcom,0.05
Rugby 06,2006.0,Sports,PS2,Electronic Arts,0.05
Fatal Frame II: Crimson Butterfly Director's Cut,2004.0,Action,XB,Microsoft Game Studios,0.05
Deadliest Catch: Alaskan Storm,2008.0,Sports,X360,Navarre Corp,0.05
2002 FIFA World Cup,2002.0,Sports,GC,Electronic Arts,0.05
Colin McRae Rally 2005,2004.0,Racing,XB,Codemasters,0.05
Kamen Rider: Battride War Genesis,2016.0,Action,PSV,Namco Bandai Games,0.05
Venus & Braves: Majo to Megami to Horobi no Yogen,2011.0,Role-Playing,PSP,Namco Bandai Games,0.05
Ship Simulator Extremes,2010.0,Simulation,PC,Paradox Interactive,0.05
Zoop,1995.0,Puzzle,PS,MediaQuest,0.05
Powerful Golf,2011.0,Sports,DS,Konami Digital Entertainment,0.05
Saiyuki: Journey West,1999.0,Strategy,PS,Tecmo Koei,0.05
Detective Conan: Marionette Symphony,2013.0,Adventure,3DS,Namco Bandai Games,0.05
FIFA Soccer 10,2009.0,Sports,PC,Electronic Arts,0.05
Amnesia Crowd,2013.0,Misc,PSP,Idea Factory,0.05
American Chopper 2: Full Throttle,2005.0,Racing,XB,Zoo Digital Publishing,0.05
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,2008.0,Misc,PS2,Hackberry,0.05
Ribbit King,2003.0,Sports,GC,Atari,0.05
VR Soccer '96,1996.0,Sports,PS,Gremlin Interactive Ltd,0.05
Smash Court Tennis 3,2007.0,Sports,PSP,Namco Bandai Games,0.05
Diabolik Lovers,2012.0,Adventure,PSP,Idea Factory,0.05
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,2008.0,Action,DS,Konami Digital Entertainment,0.05
Summoner: A Goddess Reborn,2003.0,Role-Playing,GC,THQ,0.05
Saints Row: Gat out of Hell,2015.0,Action,PS4,Deep Silver,0.05
Rock of the Dead,2010.0,Shooter,PS3,Conspiracy Entertainment,0.05
The Sims,2000.0,Simulation,PC,Electronic Arts,0.05
Wasteland 2,2015.0,Role-Playing,XOne,Deep Silver,0.05
Cesar Millan's Dog Whisperer,2008.0,Simulation,DS,Ubisoft,0.05
E.X. Troopers,2012.0,Shooter,PS3,Capcom,0.05
Kiniro no Corda 2 Encore,2007.0,Role-Playing,PS2,Tecmo Koei,0.05
Jewel Quest Mysteries,2009.0,Puzzle,DS,Astragon,0.05
Moon,2009.0,Adventure,DS,Mastiff,0.05
M&M's Adventure,2008.0,Adventure,DS,Zoo Digital Publishing,0.05
ESPN Great Outdoor Games Bass 2002,2001.0,Sports,GBA,Konami Digital Entertainment,0.05
Soul Eater: Plot of Medusa,2008.0,Action,DS,Namco Bandai Games,0.05
Payday 2,2013.0,Shooter,PC,505 Games,0.05
Grand Ages: Medieval,2015.0,Strategy,PC,Kalypso Media,0.05
Handball 16,2015.0,Sports,PS3,Bigben Interactive,0.05
